2023/11/23 15:25:55    [INFO]    Initializing Calculator

2023/11/23 15:25:55    [INFO]    Calculator Data (Normalized)

	Input Expression: x

	Vertices:    X 				Y

	            -10		        -2
	          -9.98		        -2
	          -9.96		     -1.99
	          -9.94		     -1.99
	          -9.92		     -1.98
	           -9.9		     -1.98
	          -9.88		     -1.98
	          -9.86		     -1.97
	          -9.84		     -1.97
	          -9.82		     -1.96
	           -9.8		     -1.96
	          -9.78		     -1.96
	          -9.76		     -1.95
	          -9.74		     -1.95
	          -9.72		     -1.94
	           -9.7		     -1.94
	          -9.68		     -1.94
	          -9.66		     -1.93
	          -9.64		     -1.93
	          -9.62		     -1.92
	           -9.6		     -1.92
	          -9.58		     -1.92
	          -9.56		     -1.91
	          -9.54		     -1.91
	          -9.52		      -1.9
	           -9.5		      -1.9
	          -9.48		      -1.9
	          -9.46		     -1.89
	          -9.44		     -1.89
	          -9.42		     -1.88
	           -9.4		     -1.88
	          -9.38		     -1.88
	          -9.36		     -1.87
	          -9.34		     -1.87
	          -9.32		     -1.86
	           -9.3		     -1.86
	          -9.28		     -1.86
	          -9.26		     -1.85
	          -9.24		     -1.85
	          -9.22		     -1.84
	           -9.2		     -1.84
	          -9.18		     -1.84
	          -9.16		     -1.83
	          -9.14		     -1.83
	          -9.12		     -1.82
	           -9.1		     -1.82
	          -9.08		     -1.82
	          -9.06		     -1.81
	          -9.04		     -1.81
	          -9.02		      -1.8
	             -9		      -1.8
	          -8.98		      -1.8
	          -8.96		     -1.79
	          -8.94		     -1.79
	          -8.92		     -1.78
	           -8.9		     -1.78
	          -8.88		     -1.78
	          -8.86		     -1.77
	          -8.84		     -1.77
	          -8.82		     -1.76
	           -8.8		     -1.76
	          -8.78		     -1.76
	          -8.76		     -1.75
	          -8.74		     -1.75
	          -8.72		     -1.74
	           -8.7		     -1.74
	          -8.68		     -1.74
	          -8.66		     -1.73
	          -8.64		     -1.73
	          -8.62		     -1.72
	           -8.6		     -1.72
	          -8.58		     -1.72
	          -8.56		     -1.71
	          -8.54		     -1.71
	          -8.52		      -1.7
	           -8.5		      -1.7
	          -8.48		      -1.7
	          -8.46		     -1.69
	          -8.44		     -1.69
	          -8.42		     -1.68
	           -8.4		     -1.68
	          -8.38		     -1.68
	          -8.36		     -1.67
	          -8.34		     -1.67
	          -8.32		     -1.66
	           -8.3		     -1.66
	          -8.28		     -1.66
	          -8.26		     -1.65
	          -8.24		     -1.65
	          -8.22		     -1.64
	           -8.2		     -1.64
	          -8.18		     -1.64
	          -8.16		     -1.63
	          -8.14		     -1.63
	          -8.12		     -1.62
	           -8.1		     -1.62
	          -8.08		     -1.62
